"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"312",-2283.2,2560,-1889.5,5406.2,1618,14359,4683.2,9742.2,24122,10749,-1115.5,9854.6,3032.4,-754.29,10934,8624.2,9029.9,15878,-1811.8,-7450.1,11110,19274,35770,13776,15908,9922,16687,11982,-12854,14074,5061.4,22632,6760.6,-876.62,35304,-2341.6,28539,14794,8466.5,15627
"313",20607,-1506,-3327,3152.7,2043.9,16315,-1744.8,5208.9,18989,7801.7,1775.8,-11326,12742,-2717.5,7434.4,3272.1,13918,10700,8315.5,-8243.4,9106.5,18109,33949,15020,14425,8906,15441,12912,-12586,12092,2616.3,22254,7179.7,-1034.4,36554,-3156.8,26272,12886,6600.6,17298
"314",698.41,-1122.5,-6006.3,2350.4,1360,11543,1412.1,6976.5,19139,5938,-3772.4,6731.3,104.13,-2671.7,6665.9,4831.5,2771.8,9791.5,-6672.7,-7456.9,7312.7,17566,32311,12142,12640,7820,14148,13250,-12723,8980,455.21,20705,5353.7,-2436.1,35470,-3601.3,25830,10921,4993.8,14217
"315",18184,-6207,-7144.1,-38.31,1159.4,14341,-4205.7,2935.9,13016,4513.8,-1338.6,-14150,6742.9,-5455.2,1532.4,-477.75,10179,3468.2,5106.5,-8572.4,4644.5,15045,28843,11238,9611.3,6286,12327,12924,-11917,7016,-2972.4,19452,3408.3,-3249.6,34395,-5231.7,21706,8597.2,2237.7,13255
"316",-3680,-5673.7,-9622.9,207.32,-480,10357,-1318.1,4485.1,12185,3490.7,-6715.5,3508.7,-6598.1,-5414.6,721.13,797.75,-1469.3,3650.7,-10483,-7357.7,2832.7,13814,26718,7285.6,7745.4,4820,10434,11271,-12588,3936,-4973.5,17386,190.48,-4588.2,30718,-6021.6,20888,6866.5,290.7,8447
"317",10159,-8269.2,-10654,-2560,-2192.7,12011,-6920.6,886.35,6692.1,126.2,-3082.8,-16036,-284.44,-8015.2,-3878.3,-4031.5,5638.3,-3049,1476.1,-8338,621.97,10839,24151,6458.6,5509.9,3674,8818,9749.8,-12282,2462,-6857.5,16063,-2458.4,-5228.2,27950,-7634.3,17208,5331.8,-2625.4,6633.7
"318",-12165,-7619,-13636,-2409,-3348.7,8696.3,-4134.6,2920.6,7329.5,1138,-9194.4,579.15,-13379,-7413.3,-3921.1,-2109.3,-2972.4,-781.97,-12946,-7529,-254.65,10450,22713,2240,3923.4,2518,7855.8,7695.2,-13052,338,-8347,14060,-5414.6,-5696.9,24336,-8706,17104,4313.2,-4119.4,2702.2
"319",3558.1,-11180,-13090,-3819.7,-3605.6,12196,-9960.6,-355.56,1630.5,-700.85,-5372.4,-18229,-4010.2,-8586.7,-7826.5,-7490.7,4818,-6436.1,189.3,-8664.8,-2312.1,8216.3,20419,1563.9,2190.4,1768,6769.6,6278.1,-12845,-196,-9888.5,13239,-6918.1,-5467,22745,-10174,13812,3427.6,-6580.3,1884.4
"320",-17018,-9622.9,-14928,-3662,-4215.2,8214.1,-5269.8,1394.3,1579.7,-615.21,-9559.4,-310.99,-16462,-9419.7,-6564.5,-3991,-4087.9,-4184.8,-15090,-8006.8,-3191,8223.1,19671,-1638.3,1340.8,1282,5965.1,4574,-13595,-1670,-10398,11849,-8469.8,-6066.5,20523,-10639,14386,3360,-7517.7,-1544.1
"321",-1201.3,-10982,-15228,-5563.9,-5441.1,11410,-12269,-2201.9,-2532.1,-2609.6,-6620.8,-18657,-8055.9,-11063,-9814.1,-9762.3,3610.1,-9205.6,-2418,-9198.9,-4344.8,6104.8,18048,-1417.5,545.35,918,4989.3,2948.6,-13194,-1502,-11615,11051,-9478.1,-6476.6,19518,-11253,11675,2859.7,-8518.3,-1729.5
"322",-20292,-10458,-17244,-4322.3,-5676.6,7722.8,-7911.1,-612.06,-543.49,-1710.4,-11410,-502.54,-19131,-10479,-8412.4,-5174.1,-4029.3,-6084.5,-16823,-8775.2,-4308.7,6107,17717,-3988.7,153.24,546,4606.2,2008.9,-14233,-2290,-12701,10386,-11167,-7314.9,17309,-11619,12347,2530.7,-9029.9,-4830.5
"323",-5168.3,-12569,-17211,-6812.4,-6813.5,11531,-13597,-4134.6,-3398.1,-3416.3,-7105.4,-19707,-9739.7,-10110,-11781,-11195,3916.6,-10497,-2832.7,-9852.4,-5257.5,4189.3,16248,-3319.4,-389.86,680,3472.7,1033.7,-14030,-2260,-13278,10459,-11680,-6900.3,16667,-12104,10459,2316.6,-10229,-4147.3
"324",-22334,-11784,-17940,-4957.7,-6114.9,7709.3,-9292.7,-1775.2,-2504.1,-2850.7,-12135,-1192.1,-21051,-11043,-9674.4,-7265.4,-3204.5,-8074.4,-17370,-9271,-5250.7,4597.2,15869,-5282.3,-455.21,248,3294.6,383.49,-14691,-3064,-13043,10015,-12549,-7283.4,15056,-12320,11378,2814.6,-10175,-6397.5
"325",-6499,-12444,-17790,-7738.6,-7079.4,10195,-14822,-4759.4,-6265.4,-4263.7,-8912.7,-19029,-11192,-11096,-12072,-11887,4182.5,-13616,-2406.8,-10601,-6032.7,3022,14551,-3664.2,-493.52,156,2871,-91.429,-14057,-2658,-13706,10132,-12683,-7249.6,15180,-13011,9753.2,1998.9,-11006,-5429.8
"326",-23263,-12648,-19952,-4786.5,-7077.2,6447.3,-10088,-1871.7,-5239.4,-3105.4,-12933,-2627.6,-21171,-11070,-8923.9,-7709.3,-4387.6,-9020.8,-17499,-10048,-5847.9,3648.5,14585,-5645.1,-286.2,-80,2756.1,-998.1,-15211,-3292,-14299,9627,-13092,-7269.9,13859,-13305,10738,1437.7,-10990,-7766.3
"327",-6907.9,-13869,-20165,-6357.2,-8389.9,9512.1,-15152,-4507.9,-7875.6,-3657.5,-8178,-19184,-11091,-11129,-12223,-13526,1825.4,-14770,-3042.3,-11297,-6645.6,2210.7,12892,-4802.3,-759.44,-136,2172.4,-1142.9,-14736,-3076,-14864,9685.6,-12792,-7042.3,13708,-13676,9117.7,856.34,-11685,-7187.3
"328",-22456,-12290,-22050,-4759.4,-9499.7,4831.5,-10598,-2765.7,-5348.6,-3727.3,-12155,-2269.3,-22286,-10296,-9809.6,-9554.9,-5766.8,-9940.3,-17796,-10290,-6679.4,3263.1,13109,-7152.7,-606.2,-256,1548.2,-1163.2,-15299,-4396,-15486,9156.1,-12973,-7236.1,12800,-13638,10639,1027.6,-12101,-9399.4
"329",-8680.6,-14756,-20457,-6665.9,-8990.4,7664.2,-15327,-6194.3,-9922.5,-4640,-8716.6,-20228,-11314,-11172,-13354,-13961,996.06,-15369,-2702,-10873,-7574.1,1935.8,12005,-5917.7,-820.28,-458,1221.4,-944.76,-14598,-4368,-16306,9214.6,-13156,-6900.3,12363,-14230,9054.6,0,-12917,-8721.3
"330",-24292,-14420,-24236,-4917.2,-9814.1,3073.8,-10639,-2283.2,-7037.5,-3932.4,-12807,-2830.4,-22626,-11116,-10114,-10105,-6492.4,-9958.3,-18395,-10330,-7551.5,2805.6,12135,-7621.4,-554.37,-690,1115.5,-1681.3,-15164,-5238,-16334,9162.8,-13925,-6963.4,10914,-14138,10625,-42.817,-12656,-11246
"331",-10037,-15378,-22334,-8155.5,-11712,5811.8,-16630,-5201.3,-9231.7,-3991,-8096.9,-19932,-11754,-12376,-14993,-15775,-90.141,-16708,-3975.2,-11227,-8081.1,1485.1,11286,-6222,-1214.6,-356,1106.5,-1871.7,-15058,-4594,-16983,9307,-13689,-6830.4,10905,-14761,9541.4,-741.41,-13113,-10949
"332",-24163,-15919,-25481,-5133.5,-11336,831.55,-11484,-2773.3,-6798.7,-3292.4,-11995,-3292.4,-23596,-10971,-11031,-11739,-6884.5,-11398,-18105,-10833,-7822,2073.2,11029,-8110.4,-1050.1,-482,1144.8,-2666.7,-16221,-5270,-16992,8536.3,-14230,-6855.2,9908.7,-14875,10927,-725.63,-12699,-12617
"333",-11746,-17724,-23137,-8358.3,-11966,4565.6,-16549,-5341,-8909.2,-4405.6,-7605.6,-19833,-13181,-10540,-14688,-17296,-509.3,-17021,-2765.1,-11371,-8272.7,1198.9,10330,-6672.7,-1023.1,4,484.51,-2544.8,-15567,-4586,-17120,8797.7,-14250,-6057.5,9980.8,-15655,10580,-1295.8,-13499,-11975
"334",-26433,-17509,-26235,-4601.7,-12112,-804.51,-12152,-1810.8,-8109.2,-3272.1,-11536,-2683.9,-23820,-11093,-11957,-12868,-6979.2,-11497,-20277,-10625,-7862.5,2104.8,10727,-8565.6,-635.49,210,160,-2478.7,-15835,-4714,-17357,8484.5,-15037,-6064.2,9327.3,-15492,12933,-1065.9,-13064,-13917
"335",-12554,-17915,-23238,-7959.4,-12606,3179.7,-16985,-5747.3,-10852,-2965.6,-8836.1,-19362,-13143,-10964,-16446,-17668,-2098,-16721,-3930.1,-11232,-8214.1,310.99,9431,-7096.3,-1442.3,770,-24.789,-2052.1,-15403,-4054,-17406,9002.8,-15246,-5938,9579.7,-15667,12771,-1433.2,-13314,-13186
"336",-25519,-17681,-27215,-5036.6,-13856,-1525.6,-12787,-2179,-8784.8,-2584.8,-11509,-2445.1,-22778,-10560,-11290,-12041,-7975.2,-10400,-19989,-10398,-7907.6,1352.1,10026,-8518.3,-1789.3,800,-18.028,-2336.5,-16180,-4404,-17609,8338,-15586,-5953.8,9503.1,-15515,15477,-1399.4,-13070,-15045
"337",-13493,-18654,-23578,-7984.2,-12811,912.68,-17768,-5658.4,-10707,-2789.9,-7991,-18265,-12500,-10839,-15842,-18017,-2208.5,-17264,-4960,-10666,-8696.3,265.92,9505.4,-6731.3,-2219.7,1264,-132.96,-2407.6,-15346,-3516,-17724,8211.8,-15157,-5264.2,10127,-15677,15788,-1674.4,-13386,-14222
"338",-25120,-18662,-26773,-5489.6,-13105,-3233.8,-13044,-2273,-8134.6,-1034.4,-11322,-2373,-23563,-10126,-11376,-12823,-8074.4,-10830,-19793,-10075,-8038.3,2082.3,10402,-8137.5,-2165.6,980,-162.25,-3266,-15788,-4016,-18308,7576.3,-14959,-5485.1,9494.1,-15538,20144,-1489.6,-13039,-16008
"339",-13145,-19893,-24493,-8087.9,-14204,-342.54,-17529,-5465.4,-10463,-1710.4,-8060.8,-18542,-12841,-9942.9,-16153,-19340,-3076.1,-17465,-3209,-10999,-8549.9,1095.2,9462.5,-6548.7,-2659.2,1472,-15.775,-3537.8,-15072,-3670,-18125,8103.7,-14542,-5239.4,9660.8,-15820,22713,-2174.6,-13623,-15274
"340",-25636,-20084,-26850,-6046.2,-14079,-5131.3,-12323,-2694.6,-9645.7,-1083.9,-11712,-2895.8,-23467,-10146,-12255,-13690,-8302,-10459,-19727,-10628,-8326.8,2143.1,10112,-8130.7,-3026.5,1278,268.17,-4160,-15439,-4214,-18175,8063.1,-14408,-4876.6,9268.7,-15888,28974,-1929,-13541,-17163
"341",-14339,-20551,-24053,-8128.5,-14764,-1050.1,-18646,-6466,-11581,-1584.2,-8263.7,-18977,-11642,-10141,-16183,-20128,-2158.9,-17571,-3824.2,-11126,-8694.1,687.32,8953.2,-6911.5,-3560.6,1452,525.07,-4335.2,-14668,-3712,-18436,8002.3,-14235,-4824.8,9255.2,-16025,34691,-2404.5,-13875,-16033
"342",-25069,-21793,-28147,-5798.3,-14224,-6596.1,-13816,-3898.4,-10463,-630.99,-11576,-4099.2,-22857,-10649,-11511,-15205,-8432.7,-10130,-20967,-10452,-8498,2053,9365.6,-8831.5,-3488.5,1392,1129,-4513,-15123,-4824,-18747,7463.7,-14461,-4955.5,8455.2,-16361,44802,-2569,-13528,-17389
"343",-15256,-22243,-24257,-8980.3,-14736,-2796.6,-18243,-7212.7,-12607,-1403.9,-7885.1,-19252,-12312,-9262.2,-16820,-21255,-3087.3,-18247,-4182.5,-11130,-9133.5,926.2,8220.8,-7641.7,-4428.2,1828,1388.2,-4525.7,-14957,-4368,-18997,8148.7,-14314,-4788.7,8441.7,-16589,56275,-3396.1,-14118,-16269
"344",-25333,-23716,-28955,-5198.9,-15594,-7718.3,-14616,-3621.6,-10844,-1924.5,-11610,-3716.1,-22540,-9798.1,-12345,-15763,-8092.4,-12009,-20663,-10679,-8766.2,1935.8,8867.6,-9462.5,-4588.2,1458,1642.8,-5158.1,-15360,-5474,-18846,8193.8,-14565,-5106.5,8087.9,-16401,75817,-3574.1,-13947,-17636
"345",-15693,-23916,-26994,-8660.3,-15004,-2801.1,-18448,-6966.3,-13511,-2566.8,-7141.4,-18921,-10964,-10413,-16827,-21595,-3382.5,-17798,-4730.1,-11103,-9678.9,624.23,8245.6,-7758.9,-5250.7,1820,2185.9,-4673,-14941,-5456,-18578,8552.1,-14535,-4815.8,8160,-16531,99374,-3959.4,-14285,-16589
"346",-25102,-25059,-30337,-5205.6,-15698,-7991,-13826,-3901,-12632,-1476.1,-10747,-4087.9,-21968,-9818.4,-11238,-16291,-7650.7,-10517,-20712,-10826,-9011.8,2575.8,8926.2,-9063.7,-5106.5,1382,2616.3,-5061.6,-15612,-5976,-18756,8274.9,-14517,-4335.8,7891.8,-16780,132460,-3927.9,-13755,-18403
"347",-18088,-24371,-26070,-8700.8,-15481,-4123.9,-18829,-7464.1,-13699,-1807.3,-7621.4,-19033,-11210,-9424.8,-16850,-22186,-3763.4,-18551,-3285.6,-11461,-9266.5,1469.3,8306.5,-6979.2,-5856.9,1858,3085.1,-5691.4,-15033,-5508,-18116,8773,-14687,-3970.7,7939.2,-17186,170410,-4371.8,-14474,-17354
"348",-25211,-26532,-29130,-4788.7,-15691,-8691.8,-14509,-5066.7,-13115,-612.96,-9651.8,-3301.4,-22395,-10022,-12135,-15669,-7062.5,-11757,-20122,-10808,-8752.7,2843.9,8935.2,-8428.2,-5728.5,1796,3785.9,-5894.6,-15211,-5650,-17884,8705.4,-14697,-3803.9,7641.7,-17186,212970,-4139.7,-14393,-18773
"349",-17404,-25415,-25128,-8642.3,-14587,-4576.9,-17087,-8665.4,-14009,-1259.7,-7337.5,-18995,-10497,-8614.6,-16196,-22323,-3668.7,-18754,-2578,-10772,-9160.6,2071,8277.2,-7076.1,-6499.2,2010,4601.7,-5960.6,-14880,-4998,-18145,8495.8,-14225,-3580.8,7664.2,-17194,246950,-4851.8,-14391,-17745
"350",-24894,-26159,-27766,-5264.2,-14881,-8793.2,-12607,-4055.9,-13328,-1045.6,-9518.9,-3975.2,-20851,-9071.7,-12128,-16615,-6803.4,-11407,-20557,-10177,-8306.5,3538,9318.3,-8130.7,-6395.5,1330,5376.9,-6768.3,-15455,-5450,-18283,7907.6,-13895,-3709.3,7515.5,-16990,267210,-4725.6,-13859,-19101
"351",-18540,-25549,-23505,-8243.4,-13984,-5063.7,-17557,-7753.7,-14362,-1498.6,-7680,-19054,-8292.1,-7014.6,-17287,-22693,-3474.9,-17796,-4004.5,-10668,-8705.4,2222,8955.5,-6113.8,-6837.2,2308,5712.7,-6217.1,-14864,-4696,-18060,8705.4,-13577,-3637.2,7533.5,-17072,263260,-5498.6,-14170,-17755
"352",-24990,-26552,-26126,-5667.6,-14670,-8984.8,-12924,-4723.8,-13537,-1467,-10069,-3991,-20726,-8144.8,-12183,-15804,-7535.8,-10425,-20669,-10163,-8006.8,3754.4,10152,-7470.4,-6686.2,2178,5757.7,-6458.4,-15576,-4806,-18481,8516.1,-13943,-3907.6,7423.1,-17295,243320,-5212.4,-14073,-18817
"353",-19825,-24770,-23703,-8599.4,-14836,-5072.7,-16602,-9353.7,-14392,-1965.1,-8105.9,-19006,-8114.3,-6725.1,-16940,-23788,-3197.7,-16974,-3896.3,-10386,-8996.1,2616.3,9739.7,-5613.5,-7231.5,3088,5631.5,-6524.4,-14871,-4550,-17992,9140.3,-14613,-4024.8,7785.9,-17554,211290,-6095.8,-14098,-17349
"354",-24917,-26728,-27949,-4135.2,-14299,-9568.5,-11797,-4373.3,-14265,-1829.9,-10957,-5329.6,-19286,-7756.2,-11777,-16475,-6334.6,-10085,-20397,-10168,-8804.5,3889.6,10715,-6825.9,-7157.2,2788,5478.3,-7281.3,-15243,-5818,-17697,9029.9,-14443,-4205.1,7643.9,-17585,180100,-6161.1,-13821,-18357
"355",-19545,-25981,-23043,-8608.5,-14283,-5854.6,-15926,-8078.7,-15571,-3281.1,-8538.6,-20545,-6984.1,-6793.7,-16507,-22810,-4365.1,-18544,-3260.8,-10594,-9534.6,2546.5,9994.4,-4892.4,-7982,3192,5823.1,-7387.9,-14848,-6262,-17469,9068.2,-14321,-3997.7,7414.1,-18138,151710,-7242.8,-13886,-16960
"356",-24025,-27594,-27550,-4392.1,-14513,-9769,-12066,-5803.2,-16114,-2650.1,-11556,-5300.3,-18590,-8193,-10871,-15964,-6733.5,-11479,-20388,-9874.9,-9068.2,3779.2,10087,-6280.6,-7925.6,2426,5539.2,-7939,-15416,-7400,-17922,8434.9,-14405,-4624.2,7125.6,-18738,132750,-7529,-13614,-18547
"357",-18977,-27048,-23324,-9467,-13807,-6312.1,-16856,-9876.8,-15931,-3305.9,-10456,-18510,-7230.5,-7159.4,-16566,-23412,-4009,-18589,-2460.8,-10066,-9872.7,2323.4,9672.1,-5063.7,-8558.9,2428,5969.6,-7979.7,-14429,-7546,-17620,8412.4,-14344,-4561.1,7134.6,-19025,119460,-8207.3,-14127,-17862
"358",-23804,-29163,-27578,-3542.5,-14512,-10528,-12876,-5752.4,-16010,-2812.4,-13940,-4896.9,-19213,-9727,-10828,-17460,-6702,-10986,-21411,-9974.1,-9185.4,3612.4,10229,-6485.6,-9043.4,1842,6172.4,-8589.2,-15072,-8552,-18033,7598.9,-14527,-4770.7,6850.7,-19233,116790,-7837.7,-14393,-18964
"359",-21186,-27533,-21145,-8518.3,-15020,-6783.1,-15441,-9206.3,-15759,-3610.1,-12144,-19227,-6786,-7901,-17528,-23229,-4567.9,-19119,-3993.2,-9998.9,-9908.7,2037.2,9417.5,-4822.5,-9647.3,2570,6433.8,-8652.7,-14533,-8196,-17559,7481.7,-14707,-4851.8,6909.3,-20013,120610,-8561.1,-14871,-18001
"360",-24447,-28851,-27114,-3963.9,-15530,-10242,-11876,-5714.3,-16526,-3173,-14677,-5262,-18212,-9480.6,-13014,-16453,-5874.9,-10693,-20122,-9841.1,-9449,3655.2,10193,-6100.3,-10033,1906,7013,-9021,-15513,-8482,-17992,6792.1,-14877,-5180.8,6918.3,-20399,135160,-8063.1,-14842,-19236
"361",-21003,-27764,-21470,-8872.1,-14340,-5962.8,-16208,-8665.4,-15550,-3680,-12014,-18204,-7608.9,-8096.5,-17381,-23822,-4727.9,-19691,-1960.6,-9942.5,-9820.8,2370.7,9349.9,-4637.7,-10055,2548,7713.8,-8843.2,-14661,-8322,-17857,6900.3,-15065,-5243.9,6679.4,-20693,156730,-8649,-15223,-18535
"362",-22801,-29580,-25549,-4407.9,-16005,-10472,-11754,-4858.4,-16526,-4536.3,-14019,-4745.9,-19213,-9104.8,-12165,-16811,-6068.7,-10844,-19074,-10060,-9113.2,3794.9,10042,-5971.8,-10215,1822,8563.4,-8980.3,-15128,-8908,-18326,6158.9,-15550,-5656.3,6656.9,-20721,188340,-8597.2,-14815,-19390
"363",-21623,-27870,-19845,-9124.5,-15991,-6436.1,-14989,-9295.2,-16782,-3731.8,-12823,-16980,-7108.6,-9198.7,-17253,-24482,-4459.7,-18975,-3218,-10391,-9597.7,2395.5,9111,-4018,-10722,1936,9816.3,-9074.3,-14666,-8300,-18292,6514.9,-16132,-6104.8,6589.3,-20902,222410,-9095.2,-15033,-18055
"364",-21110,-29211,-24655,-4191.5,-15345,-10118,-10324,-6262.9,-16919,-5063.7,-15166,-4745.9,-20869,-10613,-10880,-16390,-6404.5,-10819,-19074,-10294,-9316.1,3898.6,9365.6,-5023.1,-10720,1022,10195,-9186,-15081,-8502,-19047,5917.7,-16353,-6961.1,6958.9,-21272,255260,-9129,-14655,-18890
"365",-21244,-28335,-20317,-8349.3,-15145,-6458.6,-15977,-9676.2,-16988,-5135.8,-13568,-17602,-9412.1,-9594.9,-16951,-23831,-4540.8,-18756,-1728.5,-10346,-9994.4,2463.1,8962.3,-3673.2,-11198,1360,10761,-8878.7,-14623,-8202,-19045,6197.2,-16183,-7459.2,6830.4,-21270,271980,-9863.7,-14923,-18156
"366",-21303,-29021,-23860,-4250.1,-15518,-9473.8,-10557,-6565.1,-17178,-5250.7,-16065,-5174.1,-20777,-11195,-11234,-17260,-5498.6,-10745,-18001,-10375,-9588.7,3495.2,9841.1,-4971.3,-11045,582,10348,-9178.4,-15353,-8842,-19108,5322.8,-16229,-7524.5,6735.8,-21074,269380,-9591,-14873,-19340
"367",-21503,-27479,-18977,-7905.4,-15268,-6113.8,-14397,-9638.1,-16546,-4013.5,-13875,-17417,-9102.2,-10837,-17591,-23682,-5577.5,-18501,845.07,-10344,-10260,1446.8,9708.2,-3260.8,-10918,904,10477,-8894,-15024,-8754,-18605,5266.5,-16861,-7612.4,6688.5,-21394,245410,-10574,-15047,-18171
"368",-20843,-31058,-23317,-3754.4,-15170,-9766.8,-10994,-6384.8,-17521,-5509.9,-16347,-5196.6,-21902,-12863,-12762,-15928,-5838.9,-8489,-16207,-10127,-9775.8,2934.1,10400,-4365.1,-10706,-108,9933.5,-9366.3,-15234,-9576,-19164,4518.3,-17173,-7797.2,6699.7,-21458,210520,-10265,-15033,-19098
"369",-22100,-28777,-17844,-8631,-15929,-6900.3,-14255,-9709.2,-16389,-6260.3,-15374,-18294,-10212,-11576,-18731,-23653,-5358.9,-16897,606.2,-9692.4,-10869,1077.2,9856.9,-3076.1,-10950,274,9834.4,-9158.1,-14463,-9568,-18817,4365.1,-17539,-7894.1,6253.5,-21679,170510,-10281,-15630,-18192
"370",-20216,-30171,-21841,-4094.6,-15908,-10179,-11164,-5800.6,-17537,-6801.1,-17737,-6598.3,-23533,-13049,-13972,-16640,-5455.8,-8522.8,-17246,-9762.3,-10235,1431,10891,-4534.1,-10779,-348,9568.5,-9579.7,-14844,-9956,-19389,3662,-17709,-7982,6616.3,-22077,135200,-9879.4,-15840,-18946
"371",-21956,-26768,-16637,-9009.6,-16355,-5696.9,-14479,-9231.7,-16424,-6560,-16541,-17375,-11243,-11964,-20140,-23941,-5699.2,-17420,-306.48,-9877.2,-10799,-162.25,10664,-3326.2,-11141,174,9388.2,-9114.9,-14012,-9510,-18767,3785.9,-18050,-8214.1,6904.8,-22146,104730,-10001,-16606,-17732
"372",-19876,-30964,-23111,-4745.9,-16403,-8937.5,-10918,-5051.4,-17349,-6548.7,-18400,-6116.1,-22715,-12627,-13947,-16385,-5187.6,-9099.7,-17823,-9665.4,-10560,1280,11290,-4489,-10923,-580,9203.4,-9648.3,-14866,-9730,-19274,3240.6,-18154,-8554.4,7312.7,-21829,82245,-9586.5,-16343,-18608
"373",-22654,-28089,-16597,-10553,-16460,-5392.7,-14309,-9371.4,-16170,-6460.8,-16153,-17323,-11637,-12518,-19518,-24237,-6071,-18193,-45.07,-9248.5,-10932,-574.65,10943,-3006.2,-11148,104,9527.9,-9335.9,-14348,-9278,-18785,3770.1,-18403,-8480,6762.8,-21877,63754,-10179,-16512,-17788
"374",-19893,-29813,-22283,-4108.2,-17162,-10441,-10354,-5478.1,-17978,-5041.1,-17088,-6988.2,-24564,-13455,-12748,-16394,-4464.2,-9056.9,-16868,-9122.3,-9931.3,1081.7,12115,-4392.1,-10896,-574,9307,-9653.3,-14918,-9962,-19371,3380.3,-18400,-8144.2,7053.5,-21757,51132,-9908.7,-16361,-18918
"375",-23147,-27124,-16391,-9683.4,-16994,-6557.7,-15225,-10187,-16663,-6262.5,-16897,-16971,-11942,-12721,-19752,-24007,-5214.6,-18445,-664.79,-9059.2,-10688,326.76,12210,-2596.1,-10758,314,9899.7,-8888.9,-14008,-9798,-18359,3544.8,-18095,-8410.1,7427.6,-21900,40149,-10580,-16415,-18237
"376",-19959,-29338,-22232,-4457.5,-17407,-10776,-10309,-6450.8,-18311,-6379.7,-17841,-7752.1,-23924,-14179,-13424,-15772,-5275.5,-9512.1,-18308,-9160.6,-9922.3,1692.4,13113,-3767.9,-10776,-396,9329.6,-9168.3,-14380,-10190,-18727,2776.3,-17615,-8797.7,7993.2,-21948,33093,-10060,-16338,-18766
"377",-23779,-27538,-16737,-9201.1,-17575,-6249,-13003,-9732.1,-15865,-5449,-18251,-17679,-12729,-11685,-19734,-25285,-6702,-18788,-1106.5,-8788.7,-10754,374.08,12460,-2740.3,-10864,150,9485.1,-8822.9,-13629,-9876,-18398,2961.1,-17681,-8570.1,7801.7,-22159,26925,-10362,-16433,-17597
"378",-18463,-30654,-22207,-5595.5,-16468,-9992.1,-9498.4,-4957.5,-17966,-6542,-19031,-7351,-23556,-13366,-13650,-16899,-5228.2,-11928,-18414,-8989.3,-10229,1820.8,13652,-3932.4,-10501,-948,9111,-9214,-13789,-10222,-19180,2578,-17628,-8709.9,8642.3,-22133,23256,-10226,-16421,-18027
"379",-24216,-27721,-16069,-11056,-17506,-6911.5,-13067,-9267.3,-15345,-5248.5,-17814,-17683,-12897,-12833,-20300,-24041,-5949.3,-19599,-1705.9,-8892.4,-10785,225.35,13451,-2967.9,-11263,-714,9223.7,-8274.3,-13163,-9916,-18727,2598.3,-17488,-8439.4,8628.7,-22024,19173,-11265,-16523,-17308
"380",-17994,-31129,-23286,-4996.1,-16555,-10900,-10088,-4205.7,-17054,-6005.6,-18601,-8453,-25145,-14773,-14400,-16106,-4827,-10492,-18078,-8698.6,-10380,1354.4,14026,-4238.9,-11297,-1756,8153.2,-8099,-13481,-10024,-19324,1992.1,-17239,-8216.3,8901.4,-22270,16660,-10794,-16309,-18334
"381",-23863,-27355,-17250,-10121,-17354,-6934.1,-13265,-9285.1,-15200,-4018,-17447,-17706,-13996,-13686,-21318,-25384,-6722.3,-18824,-2091.3,-8123.9,-10943,-119.44,13127,-3416.3,-11567,-1046,7659.7,-7707.9,-12836,-9926,-18743,2127.3,-18004,-8480,8815.8,-21925,13801,-10806,-16144,-17663
"382",-17905,-32091,-24460,-4527.3,-16843,-11482,-11449,-5744.8,-17140,-6436.1,-18042,-9980.8,-26283,-14898,-14549,-15962,-4430.4,-10447,-19308,-8252.4,-10238,1122.3,13298,-5041.1,-11669,-1918,7087.3,-8314.9,-13812,-10186,-19353,1624.8,-18469,-8635.5,9180.8,-21950,12448,-10486,-16045,-18339
"383",-24813,-28444,-18606,-10112,-17626,-7136.9,-13516,-9366.3,-15474,-6309.9,-19035,-18375,-14804,-14436,-21010,-24246,-7954.9,-20101,-1874.9,-8407.9,-11056,-610.7,12847,-4527.3,-11597,-1604,6785.4,-7875.6,-13266,-9900,-18664,2188.2,-18750,-8838.3,8727.9,-21905,9992.1,-11297,-15995,-17818
"384",-18575,-32203,-25392,-5536.9,-17228,-11721,-10692,-5094.6,-17912,-6729,-19326,-10391,-25773,-16305,-15144,-17043,-4509.3,-11324,-19202,-8459.7,-10686,365.07,13271,-6064.2,-11696,-2726,5895.2,-8695.9,-13742,-10354,-19482,1356.6,-18621,-9074.9,8865.4,-22164,8585.9,-10553,-16014,-19058
"385",-25298,-29140,-20884,-10479,-17934,-8234.4,-12000,-9043.8,-16307,-6620.8,-18799,-18017,-15380,-15533,-20949,-25370,-8281.7,-21361,-3639.4,-8090.1,-11308,-1971.8,12210,-5185.4,-11917,-2294,5552.7,-8708.6,-12962,-10002,-18614,1573,-18621,-8788.7,8448.5,-21991,6607.3,-10774,-16471,-18669
